SID|DEPT_DIV|COURSE_NUM|Grade|Year|Quarter|CR|Date
S008942172|ECE|208|4|2009-2010|Fall|5|10/1/2009
S008942172|ECE|134|4|2009-2010|Fall|2|10/1/2009
S008942172|ECE|115|3.8|2008-2009|Fall|5|11/8/2009
S008942172|ECE|218|4|2008-2009|Fall|4|11/8/2009
S008942172|ECE|236|3.8|2008-2009|Fall|3|11/8/2009
S008942172|ECE|209|4|2009-2010|Winter|5|2/5/2010
S008942172|ECE|120|3.5|2009-2010|Winter|5|2/5/2010
S008942172|ECE|134|4|2009-2010|Winter|2|2/5/2010
S008942172|ECE|280|4|2009-2010|Spring|4|5/25/2010
S008942172|ECE|239|4|2009-2010|Spring|4|5/25/2010
S008942172|EDUC&|203|4|2009-2010|Spring|3|5/25/2010
S008942172|ECE|134|4|2009-2010|Spring|2|5/25/2010
S008942172|ENGL|100|4|2010-2011|Fall|5|11/27/2010
S008942172|ECE|248|4|2010-2011|Fall|3|11/27/2010
S008942172|ECE|134|4|2010-2011|Fall|2|11/27/2010
S008942172|ECE|210|4|2010-2011|Winter|5|1/11/2011
S008942172|ECE|238|4|2010-2011|Winter|3|1/11/2011
S008942172|ECE|134|4|2010-2011|Winter|2|1/11/2011
S008942267|ENGL|105|4|2008-2009|Winter|5|1/15/2009
S008942267|MGMT|100|4|2008-2009|Winter|5|1/15/2009
S008942267|CCLS|105|4|2008-2009|Winter|2|1/15/2009
S008942267|BUS|130|4|2008-2009|Spring|5|5/26/2009
S008942267|BSTEC|107|4|2008-2009|Spring|5|5/26/2009
S008942267|CCLS|100|S|2008-2009|Spring|2|5/26/2009
S008942267|ENGL&|102|4|2009-2010|Fall|5|10/1/2009
S008942267|ACCT|101|3.8|2009-2010|Fall|5|10/1/2009
S008942267|MUSC|114|4|2009-2010|Fall|2|10/1/2009
S008942267|ENGL|125|4|2008-2009|Fall|5|11/8/2009
S008942267|MATH|90|3.4|2008-2009|Fall|5|11/8/2009
S008942267|PE|124|4|2008-2009|Fall|2|11/8/2009
S008942267|ACCT&|201|4|2009-2010|Winter|5|2/5/2010
S008942267|BUS&|101|4|2009-2010|Winter|5|2/5/2010
S008942267|MUSC|215|4|2009-2010|Winter|2|2/5/2010
S008942267|MUSC&|105|4|2009-2010|Spring|5|5/25/2010
S008942267|COMM|101|3.7|2009-2010|Spring|5|5/25/2010
S008942267|SHS|107|4|2009-2010|Spring|2|5/25/2010
S008942267|DIVST|100|3.9|2010-2011|Fall|5|11/27/2010
S008942267|PHIL&|106|3.7|2010-2011|Fall|5|11/27/2010
S008942267|HLTH|100|4|2010-2011|Fall|3|11/27/2010
S008942267|POLS&|201|3.9|2010-2011|Winter|5|1/11/2011
S008942267|CS|115|3|2010-2011|Winter|5|1/11/2011
S008942267|COPSY|117|4|2010-2011|Winter|2|1/11/2011
S008942298|MATH|90|W|2008-2009|Winter|5|1/15/2009
S008942298|MUSIC|182|0.7|2008-2009|Winter|5|1/15/2009
S008942298|MUSIC|133|4|2008-2009|Winter|2|1/15/2009
S008942298|MUSIC|183|0|2008-2009|Spring|5|5/26/2009
S008942298|MUSIC|135|4|2008-2009|Spring|2|5/26/2009
S008942298|MUSIC|170|3.5|2008-2009|Spring|2|5/26/2009
S008942298|HIST|112|V|2009-2010|Fall|5|10/1/2009
S008942298|MATH|90|0|2009-2010|Fall|5|10/1/2009
S008942298|MUSC|133|4|2009-2010|Fall|2|10/1/2009
S008942298|ENGL|105|V|2008-2009|Fall|5|11/8/2009
S008942298|MUSIC|181|4|2008-2009|Fall|5|11/8/2009
S008942298|ENGL&|101|W|2009-2010|Winter|5|2/5/2010
S008942298|MUSC&|142|0|2009-2010|Winter|5|2/5/2010
S008942298|MATH|90|0|2009-2010|Winter|5|2/5/2010
S008942298|MUSC|134|4|2009-2010|Winter|2|2/5/2010
S008942298|MUSC|150|4|2009-2010|Winter|1|2/5/2010
S008942298|MUSC|135|4|2009-2010|Spring|2|5/25/2010
S008942298|MUSC|150|4|2009-2010|Spring|1|5/25/2010
S008942298|MUSC|106|W|2010-2011|Summer|5|7/10/2010
S008942298|MATH|90|W|2010-2011|Summer|5|7/10/2010
S008942298|PSYC&|100|W|2010-2011|Fall|5|11/27/2010
S008942298|MUSC|133|4|2010-2011|Fall|2|11/27/2010
S008942298|MUSC|150|3.6|2010-2011|Fall|1|11/27/2010
S008942298|MUSC|134|4|2010-2011|Winter|2|1/11/2011
S008942298|MUSC|150|4|2010-2011|Winter|1|1/11/2011
S008942299|MATH|90|2.7|2008-2009|Winter|5|1/15/2009
S008942299|JAPAN|102|2.5|2008-2009|Winter|5|1/15/2009
S008942299|ART|175|2.3|2008-2009|Winter|5|1/15/2009
S008942299|ART|120|W|2008-2009|Spring|5|5/26/2009
S008942299|MATH|117|3.1|2008-2009|Spring|5|5/26/2009
S008942299|JAPAN|103|2.5|2008-2009|Spring|5|5/26/2009
S008942299|ART|181|3.9|2009-2010|Summer|5|7/26/2009
S008942299|HLTH|105|3|2009-2010|Summer|4|7/26/2009
S008942299|ART|102|4|2009-2010|Fall|5|10/1/2009
S008942299|ENGL|161|3.1|2009-2010|Fall|5|10/1/2009
S008942299|GEOL&|101|2.9|2009-2010|Fall|4|10/1/2009
S008942299|GEOL&|101|2.9|2009-2010|Fall|1|10/1/2009
S008942299|ART|101|3.6|2008-2009|Fall|5|11/8/2009
S008942299|JAPAN|101|2.8|2008-2009|Fall|5|11/8/2009
S008942299|MATH|95|0.7|2008-2009|Fall|5|11/8/2009
S008942299|JAPAN|100|2.3|2008-2009|Fall|2|11/8/2009
S008942299|HIST|255|1.9|2009-2010|Winter|5|2/5/2010
S008942299|ENGL&|101|1.6|2009-2010|Winter|5|2/5/2010
S008942299|BIOL&|100|2.2|2009-2010|Winter|4|2/5/2010
S008942299|BIOL&|100L|2.2|2009-2010|Winter|1|2/5/2010
S008942299|ART|103|4|2009-2010|Spring|5|5/25/2010
S008942299|JOURN|135|0|2009-2010|Spring|5|5/25/2010
S008942299|ASTR&|110|2.2|2009-2010|Spring|4|5/25/2010
S008942299|ASTR&|110L|2.2|2009-2010|Spring|1|5/25/2010
S008942299|ART|181|3.9|2010-2011|Fall|5|11/27/2010
S008942299|CHEM&|110|3|2010-2011|Fall|4|11/27/2010
S008942299|CHEM&|110L|3|2010-2011|Fall|1|11/27/2010
S008942299|ENGL&|101|3.4|2010-2011|Winter|5|1/11/2011
S008942299|PHIL&|101|1.7|2010-2011|Winter|5|1/11/2011
S008942328|BRDGE|115|2.1|2008-2009|Winter|5|1/15/2009
S008942328|HIST|49|1.3|2008-2009|Winter|5|1/15/2009
S008942328|PE|102|S|2008-2009|Winter|2|1/15/2009
S008942328|HLTH|105|3.7|2008-2009|Spring|4|5/26/2009
S008942328|MUSIC|113|4|2008-2009|Spring|2|5/26/2009
S008942328|EDCAP|96|0|2008-2009|Spring|2|5/26/2009
S008942328|PE|126|4|2008-2009|Spring|1|5/26/2009
S008942328|JOURN|125|W|2009-2010|Fall|5|10/1/2009
S008942328|BUS|130|2.9|2009-2010|Fall|5|10/1/2009
S008942328|PE|105|2.3|2009-2010|Fall|3|10/1/2009
S008942328|HIST|30|2.7|2008-2009|Fall|5|11/8/2009
S008942328|EDCAP|95|2.3|2008-2009|Fall|5|11/8/2009
S008942328|MGMT|100|2.2|2008-2009|Fall|5|11/8/2009
S008942328|BUS&|101|3|2009-2010|Winter|5|2/5/2010
S008942328|ENGL|100|0|2009-2010|Winter|5|2/5/2010
S008942328|PE|142|2|2009-2010|Winter|1.5|2/5/2010
S008942328|INSTD|201|V|2009-2010|Spring|5|5/25/2010
S008942328|ENGL|100|0.7|2009-2010|Spring|5|5/25/2010
S008942328|HSC|99|U|2009-2010|Spring|2|5/25/2010
S008942328|ENVS|51|4|2010-2011|Fall|5|11/27/2010
S008942328|HSC|99|W|2010-2011|Fall|3|11/27/2010
S008942328|PE|142|2|2010-2011|Fall|1.5|11/27/2010
S008942328|MST|120|0.7|2010-2011|Winter|4|1/11/2011
S008942328|HSC|99|S|2010-2011|Winter|3|1/11/2011
S008942328|MST|120L|3.7|2010-2011|Winter|1|1/11/2011
S008942336|CIS|201|4|2008-2009|Winter|5|1/15/2009
S008942336|CMPSC|142|0|2008-2009|Winter|5|1/15/2009
S008942336|CIS|277|4|2008-2009|Spring|5|5/26/2009
S008942336|CIS|125|4|2008-2009|Spring|5|5/26/2009
S008942336|CMPSC|143|0|2008-2009|Spring|5|5/26/2009
S008942336|CIS|272|4|2009-2010|Summer|5|7/26/2009
S008942336|CIS|162|4|2009-2010|Summer|5|7/26/2009
S008942336|CIS|273|4|2009-2010|Fall|5|10/1/2009
S008942336|CIS|171|4|2009-2010|Fall|5|10/1/2009
S008942336|CIS|161|4|2009-2010|Fall|5|10/1/2009
S008942336|CS|125|3.6|2009-2010|Fall|5|10/1/2009
S008942336|CMPSC|151|W|2008-2009|Fall|5|11/8/2009
S008942336|CMPSC|142|W|2008-2009|Fall|5|11/8/2009
S008942336|CMPSC|132|W|2008-2009|Fall|5|11/8/2009
S008942336|CMPSC|115|W|2008-2009|Fall|5|11/8/2009
S008942336|CIS|293|4|2009-2010|Winter|5|2/5/2010
S008942336|CIS|275|4|2009-2010|Winter|5|2/5/2010
S008942336|CIS|163|3.2|2009-2010|Winter|5|2/5/2010
S008942336|CIS|278|4|2009-2010|Spring|5|5/25/2010
S008942336|CIS|276|2|2009-2010|Spring|5|5/25/2010
S008942336|CEN|264|0.7|2009-2010|Spring|5|5/25/2010
S008942336|CIS|291|S|2009-2010|Spring|2|5/25/2010
S008942336|CIS|279|4|2010-2011|Summer|5|7/10/2010
S008942336|CIS|199|4|2010-2011|Summer|5|7/10/2010
S008942336|CIS|102|4|2010-2011|Summer|5|7/10/2010
S008942336|LEGAL|200|I|2010-2011|Fall|5|11/27/2010
S008942336|CIS|299|4|2010-2011|Fall|5|11/27/2010
S008942336|CIS|274|4|2010-2011|Fall|5|11/27/2010
S008942336|CIS|199|4|2010-2011|Fall|5|11/27/2010
S008942336|CIS|265|4|2010-2011|Fall|2.5|11/27/2010
S008942336|CIS|265|4|2010-2011|Fall|2.5|11/27/2010
S008942336|CIS|271|4|2010-2011|Winter|5|1/11/2011
S008942336|CIS|225|4|2010-2011|Winter|5|1/11/2011
S008942336|CIS|180|3.3|2010-2011|Winter|5|1/11/2011
S008942336|CIS|280|S|2010-2011|Winter|1|1/11/2011
S008942343|ECE|120|3.6|2008-2009|Winter|5|1/15/2009
S008942343|ECE|110|3.2|2008-2009|Winter|5|1/15/2009
S008942343|ENGL|105|2.4|2008-2009|Winter|5|1/15/2009
S008942343|ECE|255|3.8|2008-2009|Spring|5|5/26/2009
S008942343|ECE|239|4|2008-2009|Spring|4|5/26/2009
S008942343|ECE|243|3.7|2008-2009|Spring|3|5/26/2009
S008942343|ECE|241|3.7|2008-2009|Spring|3|5/26/2009
S008942343|ECE|216|2.9|2009-2010|Fall|5|10/1/2009
S008942343|ECE|218|2.2|2009-2010|Fall|4|10/1/2009
S008942343|ECE|236|2|2009-2010|Fall|3|10/1/2009
S008942343|BRDGE|110|4|2008-2009|Fall|5|11/8/2009
S008942343|MATH|90|4|2008-2009|Fall|5|11/8/2009
S008942343|BRDGE|90|4|2008-2009|Fall|5|11/8/2009
S008942343|ECE|237|4|2009-2010|Winter|3|2/5/2010
S008942343|EDUC&|203|4|2009-2010|Winter|3|2/5/2010
S008942343|ECE|208|4|2009-2010|Spring|5|5/25/2010
S008942343|ECE|280|3|2009-2010|Spring|4|5/25/2010
S008942343|ECE|117|3|2009-2010|Spring|2|5/25/2010
S008942343|ECE|209|4|2010-2011|Fall|5|11/27/2010
S008942343|ECE|248|3.7|2010-2011|Fall|3|11/27/2010
S008942343|ECE|134|4|2010-2011|Fall|2|11/27/2010
S008942343|ECE|115|3.1|2010-2011|Winter|5|1/11/2011
S008942343|ECE|238|3.7|2010-2011|Winter|3|1/11/2011
S008942343|ECE|134|4|2010-2011|Winter|2|1/11/2011
S008942343|ECE|134|3.8|2010-2011|Winter|2|1/11/2011
S008942444|ENGL|105|W|2008-2009|Fall|5|11/8/2009
S008942444|HIST|104|W|2008-2009|Fall|5|11/8/2009
S008942444|MATH|80|W|2008-2009|Fall|5|11/8/2009
S008942444|MATH|40|4|2010-2011|Fall|5|11/27/2010
S008942444|ENGL|100|3.4|2010-2011|Fall|5|11/27/2010
S008942444|BUS&|101|2.5|2010-2011|Winter|5|1/11/2011
S008942444|MATH|60|0|2010-2011|Winter|5|1/11/2011
S008942448|MATH|60|0|2008-2009|Winter|5|1/15/2009
S008942448|AHE|116|2.5|2008-2009|Winter|4|1/15/2009
S008942448|BSTEC|129|0|2008-2009|Winter|3|1/15/2009
S008942448|SHS|170|V|2008-2009|Winter|1|1/15/2009
S008942448|EAP|100|2|2008-2009|Spring|10|5/26/2009
S008942448|MATH|60|2|2008-2009|Spring|5|5/26/2009
S008942448|MATH|60|2.2|2009-2010|Fall|5|10/1/2009
S008942448|EAP|98|2.5|2008-2009|Fall|10|11/8/2009
S008942448|MATH|040J|2.1|2008-2009|Fall|5|11/8/2009
S008942448|MATH|80|W|2009-2010|Winter|5|2/5/2010
S008942448|HLTH|105|3.2|2009-2010|Winter|4|2/5/2010
S008942448|PE|102|0|2009-2010|Winter|2|2/5/2010
S008942448|PE|142|3|2009-2010|Winter|1.5|2/5/2010
S008942448|AHE|115|V|2009-2010|Winter|1|2/5/2010
S008942448|MATH|60|W|2009-2010|Spring|5|5/25/2010
S008942448|BSTEC|130|0.7|2009-2010|Spring|5|5/25/2010
S008942448|PE|151|3.5|2009-2010|Spring|2|5/25/2010
S008942448|SHS|170|4|2009-2010|Spring|1|5/25/2010
S008942448|BSTEC|130|0|2010-2011|Fall|5|11/27/2010
S008942448|SHS|170|U|2010-2011|Fall|1|11/27/2010
S008942448|AHE|110|0.7|2010-2011|Winter|5|1/11/2011
S008942529|MUSIC|107|3.5|2008-2009|Winter|5|1/15/2009
S008942529|ENGL|105|3.2|2008-2009|Winter|5|1/15/2009
S008942529|HUM|108|2.4|2008-2009|Winter|5|1/15/2009
S008942529|MUSIC|101|3.7|2008-2009|Spring|5|5/26/2009
S008942529|ENGL|141|3.5|2008-2009|Spring|5|5/26/2009
S008942529|MUSIC|120|3.4|2008-2009|Spring|5|5/26/2009
S008942529|MUSIC|170|4|2008-2009|Spring|2|5/26/2009
S008942529|MUSIC|113|4|2008-2009|Spring|2|5/26/2009
S008942529|MUSC&|141|4|2009-2010|Fall|5|10/1/2009
S008942529|MUSC|106|3.5|2009-2010|Fall|5|10/1/2009
S008942529|HIST&|214|3.3|2009-2010|Fall|5|10/1/2009
S008942529|MUSC|126|3|2009-2010|Fall|5|10/1/2009
S008942529|MUSC|211|4|2009-2010|Fall|2|10/1/2009
S008942529|PHIL|120|3.7|2008-2009|Fall|5|11/8/2009
S008942529|HUM|101|3|2008-2009|Fall|5|11/8/2009
S008942529|MUSIC|160|4|2008-2009|Fall|2|11/8/2009
S008942529|MUSC&|142|3|2009-2010|Winter|5|2/5/2010
S008942529|HIST|111|3|2009-2010|Winter|5|2/5/2010
S008942529|MUSC|127|3.5|2009-2010|Winter|3|2/5/2010
S008942529|MUSC|200|2.9|2009-2010|Winter|2|2/5/2010
S008942529|MUSC&|143|3|2009-2010|Spring|5|5/25/2010
S008942529|ASTR&|110|3.3|2009-2010|Spring|4|5/25/2010
S008942529|MUSC|128|4|2009-2010|Spring|3|5/25/2010
S008942529|MUSC|170|4|2009-2010|Spring|2|5/25/2010
S008942529|MUSC|162|4|2009-2010|Spring|2|5/25/2010
S008942529|ASTR&|110|3.3|2009-2010|Spring|1|5/25/2010
S008942529|MUSC&|241|3.6|2010-2011|Fall|5|11/27/2010
S008942529|ENGL|161|3.6|2010-2011|Fall|5|11/27/2010
S008942529|MUSC|129|4|2010-2011|Fall|3|11/27/2010
S008942529|MUSC|150|4|2010-2011|Fall|1|11/27/2010
S008942529|BUS&|101|3.8|2010-2011|Winter|5|1/11/2011
S008942529|MUSC&|242|3.5|2010-2011|Winter|5|1/11/2011
S008942529|ENGL&|101|2.9|2010-2011|Winter|5|1/11/2011
S008942529|MUSC|227|4|2010-2011|Winter|3|1/11/2011
S008942529|MUSC|150|4|2010-2011|Winter|1|1/11/2011
S008942631|CHEM|110|3.6|2008-2009|Winter|5|1/15/2009
S008942631|MATH|131|3.4|2008-2009|Winter|5|1/15/2009
S008942631|MATH|132|3|2008-2009|Spring|5|5/26/2009
S008942631|CHEM|131|3.4|2008-2009|Spring|4|5/26/2009
S008942631|CHEM|131L|2.8|2008-2009|Spring|2|5/26/2009
S008942631|MATH&|151|2.8|2009-2010|Fall|5|10/1/2009
S008942631|CHEM&|142|3|2009-2010|Fall|4|10/1/2009
S008942631|CHEM&|152|3.2|2009-2010|Fall|2|10/1/2009
S008942631|MATH|90|3.1|2008-2009|Fall|5|11/8/2009
S008942631|ENGL|105|1.1|2008-2009|Fall|5|11/8/2009
S008942631|PE|105|4|2008-2009|Fall|3|11/8/2009
S008942631|ENGL&|101|3.8|2009-2010|Winter|5|2/5/2010
S008942631|MATH&|152|3.3|2009-2010|Winter|5|2/5/2010
S008942631|ENGL&|102|3.5|2009-2010|Spring|5|5/25/2010
S008942631|MATH&|153|2.3|2009-2010|Spring|5|5/25/2010
S008942631|PHYS&|221|3.9|2009-2010|Spring|4|5/25/2010
S008942631|PHYS&|231|3.9|2009-2010|Spring|1|5/25/2010
S008942631|ENGR&|214|3.7|2010-2011|Fall|5|11/27/2010
S008942631|MATH&|254|2.9|2010-2011|Fall|5|11/27/2010
S008942631|PHYS&|222|3.4|2010-2011|Fall|4|11/27/2010
S008942631|PHYS&|232|3.4|2010-2011|Fall|1|11/27/2010
S008942631|MATH|271|4|2010-2011|Winter|5|1/11/2011
S008942631|ENGR&|225|3.9|2010-2011|Winter|5|1/11/2011
S008942631|PHYS&|223|3.8|2010-2011|Winter|4|1/11/2011
S008942631|PHYS&|233|3.8|2010-2011|Winter|1|1/11/2011
S008942639|BRDGE|87|4|2008-2009|Winter|5|1/15/2009
S008942639|ECE|110|1.9|2008-2009|Winter|5|1/15/2009
S008942639|ECE|237|3.9|2008-2009|Winter|3|1/15/2009
S008942639|ECE|238|3.2|2008-2009|Winter|3|1/15/2009
S008942639|ECE|117|3.4|2008-2009|Winter|2|1/15/2009
S008942639|ECE|208|4|2008-2009|Spring|5|5/26/2009
S008942639|ECE|255|3.2|2008-2009|Spring|5|5/26/2009
S008942639|PE|117|W|2008-2009|Spring|1.5|5/26/2009
S008942639|ECE|248|3.7|2009-2010|Fall|3|10/1/2009
S008942639|ECE|102|S|2009-2010|Fall|2|10/1/2009
S008942639|JOBDV|155|S|2009-2010|Fall|1|10/1/2009
S008942639|BRDGE|93|3.9|2008-2009|Fall|5|11/8/2009
S008942639|ECE|115|2.2|2008-2009|Fall|5|11/8/2009
S008942639|ECE|218|2.5|2008-2009|Fall|4|11/8/2009
S008942639|ECE|120|3|2009-2010|Winter|5|2/5/2010
S008942639|ECE|249|3.7|2009-2010|Winter|3|2/5/2010
S008942639|JOBDV|130|S|2009-2010|Winter|2|2/5/2010
S008942639|ECE|134|4|2009-2010|Winter|2|2/5/2010
S008942639|FLED|35|S|2009-2010|Winter|1|2/5/2010
S008942639|ECE|209|4|2009-2010|Spring|5|5/25/2010
S008942639|ECE|280|3.3|2009-2010|Spring|4|5/25/2010
S008942639|ECE|241|3.8|2009-2010|Spring|3|5/25/2010
S008942639|FLED|45|S|2009-2010|Spring|1|5/25/2010
S008942639|BRDGE|115|2.5|2010-2011|Summer|5|7/10/2010
S008942639|MATH|40|2.1|2010-2011|Summer|5|7/10/2010
S008942639|SHS|112|2|2010-2011|Summer|3|7/10/2010
S008942639|ECE|216|4|2010-2011|Fall|5|11/27/2010
S008942639|ENGL|100|2.7|2010-2011|Fall|5|11/27/2010
S008942639|ECE|236|3.3|2010-2011|Fall|3|11/27/2010
S008942639|ECE|210|4|2010-2011|Winter|5|1/11/2011
S008942639|ART|101|4|2010-2011|Winter|5|1/11/2011
S008942639|EDUC&|203|3.4|2010-2011|Winter|3|1/11/2011
S008942639|FLED|35|S|2010-2011|Winter|1|1/11/2011
S008942639|PE|146|3.9|2010-2011|Winter|1|1/11/2011
S008942757|ENGR|231|3.8|2008-2009|Winter|5|1/15/2009
S008942757|SPAN|102|3.7|2008-2009|Winter|5|1/15/2009
S008942757|MATH|90|3.2|2008-2009|Winter|5|1/15/2009
S008942757|SPAN|103|3.3|2008-2009|Spring|5|5/26/2009
S008942757|MATH|131|2.9|2008-2009|Spring|5|5/26/2009
S008942757|CHEM|131|2.4|2008-2009|Spring|4|5/26/2009
S008942757|CHEM|131L|3.2|2008-2009|Spring|2|5/26/2009
S008942757|MATH&|142|2.8|2009-2010|Summer|5|7/26/2009
S008942757|MATH&|151|2.5|2009-2010|Fall|5|10/1/2009
S008942757|CHEM&|142|1.6|2009-2010|Fall|4|10/1/2009
S008942757|CHEM&|152|3.4|2009-2010|Fall|2|10/1/2009
S008942757|ENGL|105|3.7|2008-2009|Fall|5|11/8/2009
S008942757|SPAN|101|3.1|2008-2009|Fall|5|11/8/2009
S008942757|SPAN|100|4|2008-2009|Fall|2|11/8/2009
S008942757|MATH&|152|2.3|2009-2010|Winter|5|2/5/2010
S008942757|PHYS&|221|4|2009-2010|Winter|4|2/5/2010
S008942757|ENGR|100|4|2009-2010|Winter|3|2/5/2010
S008942757|PE|124|4|2009-2010|Winter|2|2/5/2010
S008942757|PHYS&|231L|4|2009-2010|Winter|1|2/5/2010
S008942757|ENGR&|114|4|2009-2010|Spring|5|5/25/2010
S008942757|MATH&|153|1.6|2009-2010|Spring|5|5/25/2010
S008942757|PHYS&|222|3.5|2009-2010|Spring|4|5/25/2010
S008942757|PE|125|3.8|2009-2010|Spring|2|5/25/2010
S008942757|PHYS&|232|4|2009-2010|Spring|1|5/25/2010
S008942757|MATH&|153|3.6|2010-2011|Summer|5|7/10/2010
S008942757|ENGR&|214|3.3|2010-2011|Fall|5|11/27/2010
S008942757|CMST&|220|2.9|2010-2011|Fall|5|11/27/2010
S008942757|MATH&|254|1.7|2010-2011|Fall|5|11/27/2010
S008942757|PHYS&|223|4|2010-2011|Fall|4|11/27/2010
S008942757|PHYS&|233|4|2010-2011|Fall|1|11/27/2010
S008942757|ENGR&|225|3.1|2010-2011|Winter|5|1/11/2011
S008942757|ECON&|201|2.8|2010-2011|Winter|5|1/11/2011
S008942757|CHEM&|142|2.6|2010-2011|Winter|4|1/11/2011
S008942809|FLED|35|S|2008-2009|Winter|1|1/15/2009
S008942809|FLED|45|S|2008-2009|Spring|1|5/26/2009
S008942809|FLED|25|S|2008-2009|Fall|1|11/8/2009
S008942809|BSTEC|129|3.6|2009-2010|Winter|3|2/5/2010
S008942809|BSTEC|100|3.1|2009-2010|Spring|4|5/25/2010
S008942809|BSTEC|130|3.7|2010-2011|Summer|5|7/10/2010
S008942809|EAP|100|2.1|2010-2011|Fall|10|11/27/2010
S008942809|EAP|121|3|2010-2011|Winter|5|1/11/2011
S008942809|EAP|102|2.6|2010-2011|Winter|2|1/11/2011
S008942821|ENGL|100|3.8|2008-2009|Winter|5|1/15/2009
S008942821|PSYCH|100|2|2008-2009|Winter|5|1/15/2009
S008942821|HIST|245|1.3|2008-2009|Winter|5|1/15/2009
S008942821|ENGL|105|3.4|2008-2009|Spring|5|5/26/2009
S008942821|POLSC|200|2.9|2008-2009|Spring|5|5/26/2009
S008942821|HIST|244|2.6|2008-2009|Spring|5|5/26/2009
S008942821|EAP|131|3.6|2008-2009|Fall|5|11/8/2009
S008942821|CLART|101|2.9|2008-2009|Fall|5|11/8/2009
S008942821|CLART|207|2.6|2008-2009|Fall|2|11/8/2009
S008942821|ENGL&|111|3.9|2009-2010|Winter|5|2/5/2010
S008942821|ENGL&|102|3.3|2009-2010|Winter|5|2/5/2010
S008942821|CMST&|210|1.8|2009-2010|Winter|5|2/5/2010
S008942821|HUM|105|3.2|2009-2010|Spring|5|5/25/2010
S008942821|MATH|80|2.6|2009-2010|Spring|5|5/25/2010
S008942821|PHIL&|106|2.3|2009-2010|Spring|5|5/25/2010
S008942821|JOURN|125|3.3|2010-2011|Fall|5|11/27/2010
S008942821|MATH|90|2.8|2010-2011|Fall|5|11/27/2010
S008942821|ANTH&|215|3.4|2010-2011|Fall|4|11/27/2010
S008942821|ANTH&|215L|3.4|2010-2011|Fall|1|11/27/2010
S008942821|CS|115|2.5|2010-2011|Winter|5|1/11/2011
S008942821|SOC&|101|2.5|2010-2011|Winter|5|1/11/2011
S008942821|HLTH|105|3.4|2010-2011|Winter|4|1/11/2011
S008942821|ENVS|105|2.2|2010-2011|Winter|4|1/11/2011
S008942821|PE|117|4|2010-2011|Winter|1.5|1/11/2011
S008942821|ENVS|105L|2.2|2010-2011|Winter|1|1/11/2011
S008942824|ENGL|100|1.7|2008-2009|Winter|5|1/15/2009
S008942824|MATH|80|1.6|2008-2009|Winter|5|1/15/2009
S008942824|ENGL|100|3.8|2009-2010|Fall|5|10/1/2009
S008942824|MATH|80|3.8|2009-2010|Fall|5|10/1/2009
S008942824|HLTH|100|3.9|2009-2010|Fall|3|10/1/2009
S008942824|MATH|60|3.7|2008-2009|Fall|5|11/8/2009
S008942824|BRDGE|115|2.8|2008-2009|Fall|5|11/8/2009
S008942824|BRDGE|93|2.7|2008-2009|Fall|5|11/8/2009
S008942824|BUS|130|2.2|2008-2009|Fall|5|11/8/2009
S008942824|HIST|246|3.1|2009-2010|Winter|5|2/5/2010
S008942824|MATH|90|2.4|2009-2010|Winter|5|2/5/2010
S008942824|CS|115|4|2009-2010|Spring|5|5/25/2010
S008942824|MATH&|141|0|2009-2010|Spring|5|5/25/2010
S008942824|ENGL&|101|3.7|2010-2011|Fall|5|11/27/2010
S008942824|JAPN&|121|3.6|2010-2011|Fall|5|11/27/2010
S008942824|JAPN|100|4|2010-2011|Fall|2|11/27/2010
S008942824|CS|161|3.2|2010-2011|Winter|5|1/11/2011
S008942824|ENGL&|102|2.8|2010-2011|Winter|5|1/11/2011
S008942824|CS&|131|2.1|2010-2011|Winter|5|1/11/2011
S008942824|MATH&|141|0|2010-2011|Winter|5|1/11/2011
S008942824|PHYS&|100|2|2010-2011|Winter|4|1/11/2011
S008942824|PHYS&|101|2|2010-2011|Winter|1|1/11/2011
S008942853|ENGL|105|W|2008-2009|Winter|5|1/15/2009
S008942853|MATH|151|3.2|2008-2009|Winter|5|1/15/2009
S008942853|HLTH|105|3.5|2008-2009|Winter|4|1/15/2009
S008942853|MATH|152|2.1|2008-2009|Spring|5|5/26/2009
S008942853|ENGL|105|0.7|2008-2009|Spring|5|5/26/2009
S008942853|CHEM|131|2.4|2008-2009|Spring|4|5/26/2009
S008942853|CHEM|131L|3.4|2008-2009|Spring|2|5/26/2009
S008942853|ENGL&|101|W|2009-2010|Fall|5|10/1/2009
S008942853|ENGR&|114|3.2|2009-2010|Fall|5|10/1/2009
S008942853|MATH&|153|0|2009-2010|Fall|5|10/1/2009
S008942853|THTRE|178|V|2008-2009|Fall|5|11/8/2009
S008942853|ECON|140|3.4|2008-2009|Fall|5|11/8/2009
S008942853|MATH&|153|1.5|2009-2010|Winter|5|2/5/2010
S008942853|PHYS&|221|4|2009-2010|Winter|4|2/5/2010
S008942853|PHYS&|231L|4|2009-2010|Winter|1|2/5/2010
S008942853|ENGL|100|3.1|2009-2010|Spring|5|5/25/2010
S008942853|PHYS&|222|1.1|2009-2010|Spring|4|5/25/2010
S008942853|PHYS&|232|0|2009-2010|Spring|1|5/25/2010
S008942853|CS|115|4|2010-2011|Fall|5|11/27/2010
S008942853|HUM|108|2.2|2010-2011|Fall|5|11/27/2010
